"F7"	"FC5"	"T."	"P7"	"O1"	"FC6"	"F8"	"eyeDetect"
3973.85	4091.79	4326.67	4602.56	4041.03	4188.72	4587.18	0
4005.64	4118.46	4346.67	4620	4061.03	4180.51	4605.13	1
4024.1	4122.56	4346.15	4612.82	4056.41	4196.41	4602.56	1
3982.56	4093.85	4337.95	4622.56	4062.05	4171.79	4604.1	0
4016.92	4113.33	4341.54	4608.21	4064.62	4183.59	4564.1	0
3987.69	4133.33	4345.64	4620.51	4067.69	4194.36	4596.41	0
4043.08	4121.03	4346.15	4624.62	4061.54	4214.87	4613.85	0
3988.21	4091.28	4327.69	4602.56	4040.51	4177.95	4592.31	0
3993.33	4107.69	4324.62	4598.97	4041.54	4191.28	4611.79	1
3995.38	4120.51	4340.51	4608.72	4058.97	4211.28	4598.46	1
4026.15	4122.05	4350.26	4628.72	4098.46	4178.97	4562.56	0
3983.59	4105.13	4333.33	4598.97	4048.21	4191.28	4589.23	0
4021.03	4121.54	4334.36	4597.95	4087.18	4176.92	4595.38	0
4011.79	4134.87	4347.18	4626.67	4069.74	4204.1	4595.38	0
3998.46	4109.23	4339.49	4617.44	4055.38	4183.08	4606.67	0
3993.33	4107.18	4341.03	4615.9	4044.1	4211.79	4612.82	1
4002.05	4121.54	4351.79	4627.69	4082.05	4194.87	4593.33	0
4001.03	4099.49	4339.49	4631.79	4096.41	4188.72	4574.87	0
4007.69	4098.46	4343.08	4617.95	4107.18	4196.41	4618.46	1
3994.36	4120.51	4350.77	4635.9	4088.72	4216.92	4622.56	0
3995.9	4107.18	4320.51	4599.49	4041.54	4192.82	4580.51	1
4001.54	4112.82	4329.74	4626.15	4070.77	4207.18	4625.13	0
4036.41	4123.08	4344.1	4626.15	4068.72	4184.1	4584.62	0
3984.62	4122.05	4340.51	4611.79	4067.69	4205.64	4604.1	0
4027.69	4140	4348.72	4627.69	4083.08	4211.28	4614.87	1
4021.03	4131.79	4350.26	4631.28	4083.59	4198.97	4584.62	1
4019.49	4115.9	4332.82	4618.97	4072.31	4211.28	4622.05	1
4017.44	4140.51	4347.69	4612.82	4056.92	4203.08	4616.92	1
3970.77	4096.41	4316.92	4615.9	4082.05	4200.51	4593.33	0
4003.59	4129.74	4357.44	4631.79	4087.69	4227.18	4632.82	0
3955.9	4106.67	4323.08	4611.28	4057.44	4181.03	4591.28	1
3968.72	4111.28	4322.05	4613.85	4060	4174.87	4581.03	1
3982.05	4123.08	4353.85	4625.13	4085.64	4201.54	4590.26	1
3986.67	4122.56	4333.33	4614.87	4071.79	4171.79	4571.79	0
4005.13	4122.56	4333.85	4613.33	4047.69	4192.31	4602.05	1
4020.51	4135.38	4350.77	4632.31	4092.31	4202.56	4586.15	1
4026.67	4123.59	4348.21	4617.44	4047.69	4191.79	4616.92	1
3980.51	4097.95	4325.64	4616.41	4051.79	4205.13	4593.33	0
4002.56	4107.18	4334.87	4611.79	4046.67	4187.18	4593.85	1
3998.97	4092.31	4344.1	4621.54	4105.64	4185.64	4613.33	1
4021.03	4111.28	4334.87	4613.85	4037.44	4185.13	4606.67	1
4010.77	4142.56	4350.77	4631.79	4073.33	4214.36	4598.97	0
4017.44	4136.92	4349.23	4626.67	4082.56	4195.9	4585.64	1
3987.18	4122.05	4337.95	4619.49	4077.95	4191.28	4587.18	0
3983.08	4108.72	4324.1	4613.85	4071.79	4184.1	4583.08	0
4010.26	4104.1	4327.18	4610.77	4072.82	4192.82	4588.72	0
3990.26	4106.67	4325.64	4615.9	4064.62	4194.87	4591.28	1
4020	4110.77	4329.74	4623.59	4085.13	4184.1	4587.18	0
3983.59	4120.51	4331.28	4617.44	4088.72	4191.28	4586.15	1
3974.87	4105.64	4344.1	4619.49	4105.64	4208.72	4597.44	1
4004.62	4112.31	4343.08	4622.05	4069.23	4205.13	4602.05	0
3983.08	4114.87	4349.23	4626.67	4087.69	4206.67	4593.33	1
4047.18	4110.77	4350.77	4631.79	4110.26	4223.59	4630.77	1
3983.59	4119.49	4348.21	4625.13	4072.82	4211.28	4606.67	0
4000.51	4123.08	4353.33	4623.08	4069.23	4207.18	4602.05	1
4008.72	4119.49	4337.95	4608.21	4044.1	4211.79	4605.64	1
4027.18	4138.46	4333.85	4605.13	4067.18	4190.26	4600	0
4010.77	4139.49	4348.72	4632.82	4072.82	4202.05	4586.67	0
4012.82	4123.59	4340	4632.82	4083.08	4215.9	4613.85	0
4024.62	4119.49	4335.9	4615.9	4068.72	4201.54	4596.41	0
4010.77	4123.59	4337.95	4618.46	4047.69	4197.95	4601.03	1
4014.87	4123.59	4335.9	4617.95	4072.82	4188.21	4606.67	0
4008.21	4135.38	4324.62	4601.03	4055.9	4189.74	4584.62	1
4014.87	4132.82	4346.67	4623.59	4064.1	4205.13	4612.82	0
3987.18	4101.03	4333.85	4619.49	4055.38	4170.26	4593.33	0
3978.97	4107.69	4325.13	4602.56	4043.59	4187.18	4588.72	0
4017.44	4123.59	4325.13	4601.54	4064.62	4182.56	4592.31	0
4001.03	4087.69	4340.51	4631.79	4090.77	4210.77	4603.59	0
4000.51	4122.56	4338.97	4624.62	4053.33	4196.92	4605.64	1
4009.74	4126.15	4336.92	4615.9	4053.33	4200.51	4572.82	1
4000	4135.38	4342.05	4621.54	4061.03	4221.54	4608.21	1
4001.03	4104.62	4346.67	4633.85	4078.97	4206.67	4595.9	0
4037.44	4137.95	4334.87	4609.74	4078.46	4182.56	4578.97	0
4005.13	4109.23	4336.41	4603.08	4035.9	4196.41	4609.74	0
4021.54	4128.21	4342.56	4630.26	4066.67	4177.95	4597.44	0
4018.97	4124.1	4344.1	4618.97	4064.1	4183.59	4618.97	1
3981.54	4097.44	4325.13	4614.36	4042.05	4197.44	4589.74	0
3994.36	4113.85	4337.44	4607.69	4054.36	4193.33	4594.36	0
4005.64	4133.85	4354.87	4631.28	4083.59	4222.05	4633.33	0
4017.44	4122.56	4327.18	4605.13	4067.69	4184.62	4591.79	0
3982.56	4107.18	4327.18	4607.69	4065.64	4213.33	4589.23	1
4007.18	4123.08	4347.18	4624.1	4080.51	4215.9	4606.67	1
4001.54	4109.23	4358.97	4634.36	4102.56	4211.79	4607.69	1
4020.51	4107.18	4332.31	4607.18	4054.36	4197.95	4598.46	0
3988.21	4108.72	4331.28	4614.87	4049.74	4173.33	4589.74	0
3984.1	4119.49	4334.87	4627.18	4087.18	4207.69	4615.38	1
3995.38	4109.74	4331.28	4616.92	4055.9	4190.77	4606.15	0
3969.74	4103.08	4350.26	4638.97	4091.79	4212.82	4617.44	1
3994.36	4097.95	4333.33	4617.44	4062.05	4205.13	4604.62	1
4022.56	4126.15	4334.36	4624.62	4073.85	4189.74	4587.18	0
4001.03	4084.1	4339.49	4624.1	4106.15	4192.82	4621.54	1
4026.15	4124.62	4336.41	4605.64	4053.85	4193.85	4581.03	0
3989.74	4106.67	4327.69	4614.36	4065.13	4203.59	4589.74	1
3988.72	4116.41	4341.03	4629.23	4086.15	4205.13	4612.82	1
3994.36	4115.38	4340	4617.44	4062.05	4206.67	4601.54	0
3970.26	4114.36	4328.21	4605.13	4048.21	4194.87	4583.59	1
4011.79	4136.92	4339.49	4623.59	4066.67	4230.26	4625.64	1
4001.03	4112.31	4355.9	4629.23	4101.54	4210.26	4598.46	1
3996.41	4120	4335.38	4618.46	4064.62	4196.92	4602.05	0
4002.05	4120.51	4347.18	4616.92	4052.82	4182.56	4595.38	1
4022.05	4142.05	4339.49	4604.62	4058.46	4200.51	4601.03	1
3976.92	4122.05	4348.72	4624.1	4065.64	4174.87	4586.67	0
3994.36	4108.72	4330.77	4629.23	4088.21	4205.64	4605.13	0
3993.85	4141.03	4352.31	4623.59	4084.1	4230.26	4635.9	0
4018.97	4126.67	4347.18	4617.95	4085.13	4210.77	4591.79	0
4009.74	4121.54	4347.69	4617.44	4076.92	4207.18	4602.05	1
4004.1	4112.31	4338.46	4618.46	4058.46	4172.31	4600.51	0
4007.69	4109.74	4337.44	4615.38	4057.44	4202.56	4596.41	1
4008.21	4107.69	4341.54	4627.69	4085.64	4226.67	4613.33	0
4044.62	4117.95	4352.31	4616.92	4066.67	4187.69	4602.05	0
3990.77	4121.03	4323.59	4601.54	4040	4189.23	4587.18	1
3966.15	4098.46	4324.62	4619.49	4078.97	4201.03	4618.46	0
3985.64	4102.05	4348.21	4628.72	4102.56	4208.72	4597.95	1
4021.03	4142.56	4348.72	4620	4055.38	4209.23	4600	0
3970.77	4095.38	4330.77	4618.97	4057.44	4181.03	4587.69	0
3975.38	4104.1	4349.74	4620.51	4100.51	4226.15	4622.56	1
3982.56	4109.74	4331.79	4631.28	4087.69	4213.33	4603.59	0
4040.51	4123.59	4352.31	4624.1	4106.15	4219.49	4623.08	1
4014.36	4108.21	4332.82	4617.44	4051.79	4196.41	4613.85	1
3980.51	4095.38	4329.74	4617.44	4055.9	4193.85	4598.46	1
3998.46	4117.95	4347.69	4619.49	4086.67	4207.69	4591.79	1
4027.69	4142.05	4333.33	4604.1	4069.74	4211.79	4616.41	0
4012.31	4126.67	4344.1	4618.97	4076.92	4207.69	4597.44	0
4012.31	4124.1	4325.13	4607.69	4058.46	4205.13	4605.64	0
3988.21	4135.38	4335.9	4611.28	4053.85	4195.9	4598.97	0
3993.85	4100.51	4336.41	4618.97	4078.46	4210.77	4605.13	0
4000.51	4107.69	4330.77	4603.59	4048.21	4206.15	4604.1	1
4005.13	4109.74	4322.56	4596.41	4083.08	4193.33	4603.08	1
3998.97	4104.1	4335.38	4617.44	4056.92	4187.18	4584.1	0
3982.05	4111.28	4334.36	4618.97	4075.38	4206.67	4602.05	0
4020	4136.92	4332.82	4615.38	4044.1	4205.64	4622.56	1
4031.79	4136.41	4342.56	4615.38	4086.67	4193.33	4597.44	1
3974.36	4106.67	4326.67	4616.41	4085.13	4192.82	4584.1	0
4011.79	4139.49	4350.77	4634.87	4055.9	4217.95	4624.1	1
3997.44	4125.13	4349.74	4632.82	4056.41	4214.87	4614.87	0
4015.9	4104.62	4335.9	4615.38	4045.13	4189.74	4607.69	1
4024.62	4120.51	4336.41	4614.87	4062.05	4205.64	4612.82	0
4015.9	4118.97	4335.9	4618.97	4066.67	4221.54	4616.92	1
3990.77	4122.05	4334.87	4611.79	4071.28	4173.85	4573.33	0
4038.97	4108.72	4333.33	4620	4070.26	4190.77	4596.41	0
4000	4120.51	4332.82	4614.36	4051.28	4213.33	4606.67	0
3994.36	4107.18	4338.46	4603.08	4043.59	4207.69	4597.95	1
3994.87	4117.44	4329.74	4624.62	4069.23	4207.69	4624.1	0
4009.74	4120.51	4341.03	4611.28	4060	4209.74	4598.97	1
4007.69	4117.44	4358.46	4632.31	4109.74	4223.59	4618.97	1
3980	4114.36	4326.67	4598.97	4037.95	4195.9	4584.62	1
4022.05	4132.82	4342.56	4626.67	4075.9	4213.33	4617.95	0
3998.97	4108.72	4330.77	4608.72	4046.67	4196.41	4572.82	1
3983.59	4105.64	4347.69	4632.31	4107.69	4202.56	4586.15	1
4007.18	4121.54	4328.21	4614.36	4068.21	4202.05	4601.03	0
4022.56	4135.9	4352.82	4616.92	4076.41	4215.9	4623.08	1
3987.18	4122.56	4340	4615.38	4076.41	4192.82	4589.23	0
3983.59	4098.46	4340	4621.03	4055.38	4208.21	4608.72	0
3971.79	4117.44	4348.21	4631.79	4086.67	4192.31	4592.31	0
4034.36	4139.49	4343.59	4621.03	4084.62	4190.26	4598.97	1
4041.54	4118.46	4344.1	4622.56	4070.26	4179.49	4588.72	0
3973.85	4094.36	4332.31	4617.44	4067.69	4193.85	4595.38	1
4022.56	4110.77	4330.77	4615.38	4050.77	4189.23	4580.51	1
4007.69	4121.54	4339.49	4617.95	4085.13	4209.23	4602.56	1
4016.41	4108.72	4330.77	4604.1	4069.74	4191.79	4601.54	0
3991.79	4112.31	4328.21	4614.87	4042.05	4179.49	4594.87	0
4012.82	4110.77	4345.13	4623.08	4089.23	4186.15	4579.49	0
3996.92	4107.69	4338.97	4618.46	4052.82	4197.95	4590.26	1
3969.74	4107.69	4328.72	4603.08	4072.31	4188.72	4607.69	1
3969.74	4106.15	4336.92	4605.64	4072.31	4189.74	4587.69	1
4007.18	4104.1	4326.67	4603.59	4067.69	4191.28	4587.69	0
3970.77	4094.87	4332.31	4605.13	4065.13	4206.15	4586.67	1
4021.03	4117.95	4346.67	4624.62	4089.74	4195.9	4590.77	0
3976.41	4090.26	4333.85	4619.49	4103.59	4178.97	4619.49	1
3997.95	4105.64	4336.41	4621.54	4066.15	4195.9	4597.44	0
4015.38	4111.79	4329.74	4617.44	4083.59	4189.23	4580.51	0
3989.23	4121.54	4342.05	4626.15	4071.28	4195.38	4595.9	0
4042.05	4120	4337.44	4632.31	4082.56	4215.9	4622.05	0
3996.41	4122.05	4342.05	4616.41	4060	4192.82	4598.97	0
4016.92	4123.08	4340	4631.79	4082.56	4203.08	4610.26	0
4002.05	4105.64	4336.41	4607.69	4047.69	4199.49	4603.59	1
4005.64	4121.03	4342.05	4616.92	4057.95	4183.08	4589.23	0
4013.85	4130.26	4348.21	4616.92	4076.41	4188.72	4584.1	1
4033.33	4137.95	4357.44	4626.15	4086.15	4203.59	4587.18	1
3998.97	4125.64	4348.21	4623.08	4064.62	4212.31	4615.38	0
4024.62	4127.69	4335.9	4617.95	4070.77	4200.51	4599.49	0
4006.15	4111.79	4332.31	4605.64	4038.97	4186.67	4593.33	1
4012.82	4122.05	4327.18	4613.85	4066.15	4206.15	4610.77	0
3996.92	4114.36	4324.1	4615.9	4043.08	4173.85	4589.23	1
4001.03	4107.69	4337.95	4617.44	4061.03	4168.21	4601.03	0
4013.85	4115.9	4335.9	4616.92	4061.54	4197.44	4588.21	1
4038.97	4115.38	4355.38	4620.51	4068.72	4190.77	4600.51	0
4024.62	4136.41	4330.26	4619.49	4093.85	4196.41	4587.69	0
4022.56	4128.72	4330.77	4598.46	4061.03	4191.28	4606.67	1
4001.54	4142.05	4349.74	4627.69	4053.85	4208.21	4596.41	0
4014.87	4116.41	4341.54	4621.54	4058.46	4204.62	4587.69	1
4040	4144.62	4345.13	4625.13	4068.72	4197.44	4591.79	1
3993.33	4113.33	4333.85	4612.82	4070.26	4217.95	4604.1	1
3997.44	4125.13	4343.59	4622.05	4063.08	4196.41	4604.1	0
3992.82	4111.28	4353.85	4633.33	4101.54	4211.79	4597.95	1
4009.74	4114.87	4327.69	4612.31	4059.49	4182.05	4583.08	0
3975.9	4106.15	4348.72	4621.03	4076.41	4196.41	4600.51	0
3998.97	4137.95	4333.33	4614.87	4057.95	4209.23	4595.38	1
3971.79	4103.59	4340.51	4615.9	4098.97	4210.26	4602.05	1
4012.31	4118.97	4321.03	4601.54	4061.03	4187.18	4594.87	0
3996.92	4092.82	4337.44	4611.28	4066.67	4198.46	4623.08	1
3991.28	4131.28	4342.56	4621.54	4082.56	4220	4620.51	0
3976.41	4121.03	4327.69	4596.41	4039.49	4196.92	4585.64	1
4022.56	4125.13	4330.26	4618.97	4088.72	4185.13	4591.28	0
3986.15	4121.03	4334.36	4614.87	4073.33	4170.26	4569.74	0
3989.74	4113.85	4344.1	4615.38	4066.67	4188.21	4585.64	0
4013.33	4132.31	4344.62	4633.85	4088.21	4205.13	4608.21	0
4005.64	4103.59	4322.56	4618.46	4089.23	4181.54	4571.28	0
4003.08	4107.69	4334.36	4608.21	4055.38	4173.85	4599.49	1
4023.08	4125.13	4340.51	4621.54	4079.49	4203.08	4599.49	0
4045.13	4107.69	4344.62	4622.05	4103.59	4230.77	4636.41	1
4000.51	4114.36	4346.67	4613.85	4049.23	4185.64	4584.1	1
4005.13	4106.67	4336.92	4607.69	4050.26	4193.85	4617.44	1
4012.31	4114.87	4332.82	4606.15	4054.87	4199.49	4588.72	1
3957.95	4122.56	4331.28	4623.08	4075.38	4188.72	4585.64	0
3978.46	4110.77	4329.23	4603.59	4067.18	4211.79	4606.67	1
3994.36	4106.67	4336.41	4621.54	4074.87	4201.03	4586.15	0
4009.23	4118.97	4338.97	4616.41	4057.95	4185.13	4611.28	1
4002.05	4108.72	4352.31	4629.74	4080.51	4198.46	4610.26	0
3980	4111.79	4342.05	4617.95	4092.31	4205.64	4585.13	1
3972.31	4111.28	4331.79	4606.15	4082.56	4186.15	4606.15	1
4024.62	4123.59	4333.85	4613.33	4042.05	4203.59	4623.08	1
3990.77	4128.72	4323.59	4616.41	4053.33	4223.59	4620	0
3991.79	4123.08	4337.95	4614.36	4048.21	4197.44	4606.15	1
3994.87	4121.54	4355.38	4634.36	4093.85	4216.41	4616.41	0
4009.74	4135.9	4342.05	4618.46	4090.26	4201.54	4591.79	1
3995.38	4119.49	4341.54	4613.33	4057.44	4215.9	4613.85	0
3963.59	4091.79	4336.92	4615.38	4074.36	4184.62	4590.77	1
3996.41	4102.05	4327.69	4612.31	4048.21	4193.85	4596.92	1
3986.15	4119.49	4347.18	4615.9	4073.33	4206.15	4607.69	0
4008.72	4108.72	4330.77	4623.08	4092.31	4200.51	4594.87	0
4046.67	4117.44	4335.9	4622.05	4075.9	4200.51	4606.15	0
4009.23	4126.15	4338.97	4628.72	4066.67	4225.64	4630.77	0
4007.69	4118.97	4358.46	4629.74	4101.03	4221.03	4620.51	1
3987.69	4116.92	4317.95	4603.59	4066.67	4191.79	4590.26	0
4003.08	4127.69	4347.69	4632.31	4064.62	4205.64	4591.28	0
3991.79	4122.05	4330.77	4623.08	4069.23	4190.77	4599.49	0
3989.23	4110.77	4342.56	4617.44	4068.72	4190.77	4596.41	1
3998.97	4114.36	4354.87	4629.23	4102.05	4208.21	4598.46	1
4003.08	4113.85	4336.92	4615.38	4075.38	4203.59	4600	1
4003.08	4108.72	4336.92	4621.03	4061.03	4185.64	4605.64	0
4005.13	4118.97	4327.18	4606.67	4053.85	4199.49	4604.1	0
4005.13	4104.1	4342.56	4620.51	4082.56	4208.21	4597.95	0
4008.21	4110.77	4338.97	4621.54	4072.31	4201.54	4600	0
4007.69	4135.9	4360	4632.82	4110.77	4191.79	4566.67	0
3985.13	4100	4323.08	4614.87	4036.92	4183.08	4587.69	0
4027.18	4124.62	4353.33	4626.15	4088.72	4215.9	4607.69	0
3973.85	4128.21	4337.95	4634.36	4057.95	4196.92	4587.69	0
3987.18	4107.69	4327.18	4614.36	4073.33	4179.49	4566.67	0
3998.97	4123.08	4331.79	4611.79	4052.31	4196.92	4578.46	1
4006.15	4122.05	4344.62	4612.82	4065.13	4196.92	4610.77	1
4001.03	4110.26	4336.41	4608.21	4056.92	4187.18	4590.77	1
3970.77	4104.62	4332.82	4615.9	4052.31	4198.46	4595.38	0
4009.23	4092.82	4345.13	4616.41	4102.56	4211.28	4605.13	1
3988.21	4131.28	4317.95	4628.21	4069.74	4226.15	4635.38	0
4005.64	4133.33	4347.18	4630.26	4062.05	4208.72	4599.49	0
3975.38	4107.18	4318.97	4615.9	4072.82	4190.26	4580	0
3998.46	4105.64	4325.64	4608.72	4043.59	4194.36	4604.62	0
4003.08	4132.31	4352.82	4630.77	4087.69	4210.77	4614.36	0
4003.08	4111.28	4342.56	4622.56	4068.72	4221.03	4609.74	0
4040	4130.77	4338.46	4622.56	4078.97	4195.9	4609.74	0
3978.46	4106.67	4324.1	4610.77	4061.03	4191.79	4569.74	1
4029.74	4142.56	4335.9	4613.33	4065.13	4204.62	4602.56	0
4021.54	4120.51	4343.59	4620.51	4071.28	4209.23	4612.82	0
4000.51	4121.03	4331.79	4602.05	4063.59	4185.64	4577.44	1
4024.1	4110.26	4347.69	4612.82	4074.87	4189.74	4568.72	0
4027.69	4116.92	4349.74	4628.21	4107.69	4211.79	4611.79	1
4004.62	4115.38	4361.54	4627.18	4071.28	4202.05	4609.74	0
3953.85	4105.64	4333.33	4602.05	4069.74	4192.82	4596.41	1
3983.59	4104.62	4318.46	4621.03	4060	4205.13	4615.9	0
3991.79	4105.13	4332.82	4608.21	4071.28	4201.03	4593.33	1
3974.36	4096.41	4331.79	4612.31	4060	4196.92	4599.49	1
4026.15	4139.49	4348.21	4624.62	4077.44	4210.77	4620.51	1
3954.87	4122.05	4328.72	4615.38	4046.15	4191.28	4582.05	0
4000	4125.64	4347.18	4623.08	4074.36	4211.79	4615.38	0
4001.03	4139.49	4324.1	4603.59	4060	4189.23	4602.56	1
4015.38	4108.21	4354.87	4634.36	4070.77	4206.67	4608.21	0
4043.08	4122.05	4336.41	4605.64	4056.92	4178.46	4572.82	0
3973.85	4118.97	4336.41	4614.36	4080.51	4190.77	4579.49	0
4006.67	4137.95	4332.31	4619.49	4078.46	4189.74	4594.36	1
4032.82	4137.44	4345.64	4620	4104.62	4183.08	4566.15	1
4025.64	4109.23	4340	4616.92	4060.51	4208.21	4611.79	0
3994.36	4124.1	4335.9	4627.69	4056.41	4194.87	4611.28	0
4013.33	4128.21	4324.62	4614.87	4042.56	4194.36	4611.79	1
4027.69	4117.95	4334.36	4603.08	4060	4184.62	4582.05	0
4003.59	4134.87	4344.62	4605.64	4056.41	4203.59	4591.79	0
4008.72	4106.67	4334.36	4608.72	4048.72	4196.92	4599.49	1
3993.85	4116.41	4330.77	4610.26	4046.67	4190.26	4584.62	0
3991.28	4128.21	4333.85	4610.26	4058.46	4198.97	4601.03	0
4011.79	4118.97	4324.1	4607.18	4048.21	4205.64	4613.85	1
4016.41	4122.05	4343.59	4611.28	4052.82	4194.36	4587.69	1
4003.59	4123.59	4330.77	4605.64	4055.9	4184.62	4588.21	1
4012.31	4130.77	4328.21	4616.92	4073.85	4190.77	4591.28	0
4023.59	4113.33	4344.1	4621.54	4061.03	4198.46	4588.21	1
3986.67	4108.72	4338.46	4617.95	4050.26	4204.1	4593.85	0
3978.97	4108.72	4332.31	4615.9	4072.31	4190.26	4580.51	0
4005.13	4118.97	4336.92	4615.38	4062.05	4208.72	4596.41	1
3984.62	4103.08	4332.31	4612.82	4053.85	4196.92	4596.41	0
3982.56	4092.31	4339.49	4615.9	4058.46	4194.36	4595.9	0
4013.85	4121.03	4348.21	4618.46	4057.95	4184.1	4615.38	1
4013.85	4134.36	4344.1	4627.18	4082.56	4194.87	4595.9	0
3963.59	4105.64	4325.13	4604.1	4042.56	4192.82	4582.05	0
4020	4137.44	4343.59	4635.9	4066.15	4213.85	4608.72	0
4003.08	4121.54	4347.69	4624.62	4075.38	4192.82	4596.92	0
4023.08	4121.54	4348.21	4628.21	4082.05	4194.36	4576.92	1
4000	4113.85	4343.59	4613.85	4065.64	4182.05	4612.31	1
3990.77	4101.03	4321.03	4608.72	4063.08	4197.44	4600.51	1
4021.54	4114.87	4347.18	4630.26	4079.49	4195.38	4592.31	1
4001.54	4102.05	4341.03	4626.67	4090.77	4211.28	4602.05	0
4005.13	4126.15	4329.74	4603.59	4064.1	4182.05	4585.13	1
3990.26	4122.56	4321.03	4617.95	4055.9	4196.92	4605.64	0
3983.59	4100	4331.79	4615.38	4077.95	4188.21	4574.87	0
3969.74	4103.08	4344.62	4626.15	4075.9	4196.41	4598.97	0
3971.28	4096.41	4328.21	4608.72	4054.87	4176.41	4577.95	0
4012.31	4123.08	4350.26	4628.72	4084.62	4206.67	4590.26	0
4006.15	4128.72	4358.46	4636.41	4083.08	4189.74	4597.44	0
3985.64	4097.44	4332.82	4622.56	4054.36	4204.1	4597.95	0
4000.51	4121.54	4342.56	4622.05	4089.74	4196.92	4598.97	1
3995.38	4109.74	4339.49	4624.1	4091.28	4200	4586.15	0
3980.51	4108.21	4342.05	4624.62	4071.28	4210.77	4609.23	0
3979.49	4097.44	4337.44	4612.82	4065.13	4185.64	4596.41	1
4016.92	4138.97	4350.26	4620.51	4064.62	4204.62	4626.67	1
3995.9	4107.18	4328.72	4612.82	4049.23	4186.15	4601.03	0
4018.46	4134.87	4344.1	4627.69	4073.85	4196.41	4588.72	0
4018.46	4113.85	4327.18	4625.64	4084.1	4203.08	4597.44	0
4007.69	4127.18	4334.87	4623.59	4058.97	4212.82	4607.69	1
3971.79	4108.72	4329.23	4600	4071.28	4179.49	4603.59	1
3998.46	4111.79	4329.74	4617.95	4075.9	4186.67	4588.72	1
3988.21	4086.67	4325.64	4611.79	4052.31	4177.95	4590.26	0
3979.49	4106.67	4331.28	4616.41	4059.49	4208.21	4582.56	1
4000.51	4126.15	4345.13	4631.79	4058.97	4228.72	4617.95	0
3958.46	4089.23	4318.97	4603.59	4049.23	4190.77	4574.87	0
3968.21	4116.92	4336.41	4609.23	4054.36	4191.79	4577.95	1
3985.13	4089.74	4321.54	4606.67	4055.38	4183.59	4588.21	1
4025.13	4122.05	4351.28	4623.08	4083.59	4205.13	4591.28	1
4003.08	4118.97	4338.97	4622.05	4056.92	4187.18	4612.31	0
4012.31	4125.64	4340.51	4616.41	4080.51	4198.97	4601.54	1
4043.59	4109.74	4342.05	4618.46	4104.62	4228.72	4632.82	1
3978.46	4117.44	4340.51	4617.44	4091.28	4190.26	4571.79	1
4000	4088.21	4336.92	4627.69	4090.77	4206.67	4600.51	0
4012.82	4119.49	4332.31	4606.15	4050.26	4201.03	4586.67	1
3992.82	4122.05	4329.23	4621.54	4059.49	4202.05	4601.54	0
4016.92	4127.18	4345.64	4624.1	4076.92	4204.62	4584.62	1
3999.49	4122.56	4338.97	4616.92	4069.74	4194.36	4583.08	0
3982.56	4123.08	4353.33	4628.72	4074.87	4211.28	4605.13	0
4003.59	4107.18	4340.51	4615.9	4095.9	4184.1	4625.13	1
4006.15	4123.59	4329.74	4622.56	4094.87	4196.92	4600	1
3984.62	4107.18	4332.31	4614.87	4064.1	4208.72	4592.31	1
4009.23	4135.9	4348.21	4621.03	4071.28	4193.85	4590.77	0
4018.97	4116.92	4342.05	4615.38	4044.62	4190.26	4603.59	1
3976.41	4128.21	4343.59	4632.82	4051.28	4195.38	4586.67	0
4017.95	4114.36	4333.85	4598.97	4080	4193.33	4603.08	0
4007.69	4140.51	4332.82	4616.92	4059.49	4212.82	4608.21	1
3999.49	4124.1	4332.31	4617.44	4078.46	4202.56	4605.64	0
4003.08	4109.23	4344.62	4627.69	4111.28	4192.31	4575.38	0
3982.05	4132.31	4345.64	4628.72	4086.67	4193.33	4591.79	0
4046.67	4125.13	4342.56	4613.85	4058.46	4185.64	4607.69	0
4001.03	4124.1	4338.46	4622.56	4054.87	4196.92	4615.9	0
4005.64	4131.79	4339.49	4615.38	4060	4199.49	4588.72	0
4041.54	4119.49	4349.23	4628.72	4073.85	4204.62	4604.62	0
3998.46	4091.79	4343.08	4618.46	4103.59	4191.28	4620.51	1
3993.33	4121.54	4332.31	4604.1	4045.13	4177.95	4589.74	1
3995.38	4115.9	4337.95	4614.36	4051.28	4183.08	4583.59	1
3986.67	4105.13	4327.69	4613.33	4066.67	4211.79	4604.1	1
3985.13	4106.67	4330.26	4612.31	4050.77	4193.33	4592.31	0
4006.67	4107.18	4335.9	4618.97	4055.9	4195.38	4607.18	1
4016.92	4136.41	4334.36	4612.31	4068.72	4202.56	4602.05	1
4002.05	4124.1	4348.72	4632.31	4102.56	4217.44	4617.44	1
4019.49	4127.69	4343.08	4614.36	4075.38	4207.18	4617.44	1
4011.79	4117.95	4342.05	4615.9	4084.1	4194.87	4582.56	1
3990.77	4118.46	4328.72	4623.59	4077.95	4204.1	4597.44	0
4029.23	4145.13	4341.54	4616.41	4081.03	4203.08	4604.1	1
3981.03	4090.26	4322.05	4615.38	4055.9	4185.64	4586.15	1
4002.56	4121.54	4335.9	4608.21	4070.26	4205.64	4602.56	1
3995.38	4110.77	4337.44	4625.13	4057.95	4210.26	4601.03	0
4008.21	4103.08	4327.69	4606.15	4068.21	4191.79	4592.82	0
3991.28	4103.08	4328.72	4606.15	4069.74	4188.21	4576.41	0
4005.64	4120.51	4338.46	4617.44	4057.95	4168.21	4596.41	1
4002.56	4135.38	4347.18	4628.21	4082.05	4208.21	4615.38	0
